class,path
2,seg_train/seg_train/glacier/4694.jpg
4,seg_train/seg_train/sea/15341.jpg
5,seg_train/seg_train/street/17615.jpg
3,seg_train/seg_train/mountain/19487.jpg
5,seg_train/seg_train/street/3290.jpg
4,seg_train/seg_train/sea/16871.jpg
0,seg_train/seg_train/buildings/17575.jpg
0,seg_train/seg_train/buildings/2733.jpg
5,seg_train/seg_train/street/9356.jpg
2,seg_train/seg_train/glacier/6704.jpg
3,seg_train/seg_train/mountain/12197.jpg
1,seg_train/seg_train/forest/13716.jpg
4,seg_train/seg_train/sea/680.jpg
4,seg_train/seg_train/sea/18835.jpg
4,seg_train/seg_train/sea/11786.jpg
2,seg_train/seg_train/glacier/2487.jpg
3,seg_train/seg_train/mountain/19714.jpg
4,seg_train/seg_train/sea/9698.jpg
2,seg_train/seg_train/glacier/2297.jpg
3,seg_train/seg_train/mountain/17097.jpg
1,seg_train/seg_train/forest/19868.jpg
4,seg_train/seg_train/sea/2616.jpg
3,seg_train/seg_train/mountain/7851.jpg
5,seg_train/seg_train/street/19163.jpg
2,seg_train/seg_train/glacier/1110.jpg
1,seg_train/seg_train/forest/12149.jpg
3,seg_train/seg_train/mountain/10515.jpg
2,seg_train/seg_train/glacier/17007.jpg
4,seg_train/seg_train/sea/1619.jpg
5,seg_train/seg_train/street/662.jpg
0,seg_train/seg_train/buildings/19347.jpg
0,seg_train/seg_train/buildings/8752.jpg
1,seg_train/seg_train/forest/5116.jpg
4,seg_train/seg_train/sea/11694.jpg
2,seg_train/seg_train/glacier/11911.jpg
5,seg_train/seg_train/street/4086.jpg
0,seg_train/seg_train/buildings/12000.jpg
0,seg_train/seg_train/buildings/6259.jpg
2,seg_train/seg_train/glacier/12819.jpg
5,seg_train/seg_train/street/2095.jpg
1,seg_train/seg_train/forest/11770.jpg
4,seg_train/seg_train/sea/18011.jpg
1,seg_train/seg_train/forest/12823.jpg
5,seg_train/seg_train/street/1120.jpg
5,seg_train/seg_train/street/17490.jpg
3,seg_train/seg_train/mountain/8485.jpg
4,seg_train/seg_train/sea/11739.jpg
5,seg_train/seg_train/street/19357.jpg
1,seg_train/seg_train/forest/9206.jpg
0,seg_train/seg_train/buildings/8261.jpg
3,seg_train/seg_train/mountain/3943.jpg
5,seg_train/seg_train/street/16821.jpg
0,seg_train/seg_train/buildings/11108.jpg
0,seg_train/seg_train/buildings/9312.jpg
0,seg_train/seg_train/buildings/18564.jpg
2,seg_train/seg_train/glacier/17716.jpg
3,seg_train/seg_train/mountain/1314.jpg
0,seg_train/seg_train/buildings/4082.jpg
3,seg_train/seg_train/mountain/4209.jpg
3,seg_train/seg_train/mountain/4406.jpg
4,seg_train/seg_train/sea/3154.jpg
2,seg_train/seg_train/glacier/3695.jpg
0,seg_train/seg_train/buildings/4351.jpg
5,seg_train/seg_train/street/14633.jpg
2,seg_train/seg_train/glacier/5821.jpg
5,seg_train/seg_train/street/1073.jpg
0,seg_train/seg_train/buildings/617.jpg
4,seg_train/seg_train/sea/18101.jpg
5,seg_train/seg_train/street/11113.jpg
2,seg_train/seg_train/glacier/1265.jpg
0,seg_train/seg_train/buildings/14161.jpg
5,seg_train/seg_train/street/1950.jpg
2,seg_train/seg_train/glacier/4238.jpg
3,seg_train/seg_train/mountain/2471.jpg
0,seg_train/seg_train/buildings/18415.jpg
4,seg_train/seg_train/sea/14663.jpg
3,seg_train/seg_train/mountain/12433.jpg
4,seg_train/seg_train/sea/17352.jpg
2,seg_train/seg_train/glacier/11020.jpg
3,seg_train/seg_train/mountain/15936.jpg
5,seg_train/seg_train/street/14608.jpg
2,seg_train/seg_train/glacier/17353.jpg
4,seg_train/seg_train/sea/13617.jpg
2,seg_train/seg_train/glacier/8419.jpg
2,seg_train/seg_train/glacier/9385.jpg
2,seg_train/seg_train/glacier/12510.jpg
3,seg_train/seg_train/mountain/6549.jpg
4,seg_train/seg_train/sea/3511.jpg
5,seg_train/seg_train/street/228.jpg
1,seg_train/seg_train/forest/5783.jpg
1,seg_train/seg_train/forest/14385.jpg
1,seg_train/seg_train/forest/3732.jpg
5,seg_train/seg_train/street/750.jpg
0,seg_train/seg_train/buildings/9946.jpg
3,seg_train/seg_train/mountain/15367.jpg
3,seg_train/seg_train/mountain/14788.jpg
4,seg_train/seg_train/sea/12266.jpg
1,seg_train/seg_train/forest/18311.jpg
3,seg_train/seg_train/mountain/1069.jpg
2,seg_train/seg_train/glacier/13967.jpg
5,seg_train/seg_train/street/10867.jpg
1,seg_train/seg_train/forest/6287.jpg
3,seg_train/seg_train/mountain/3748.jpg
2,seg_train/seg_train/glacier/8056.jpg
5,seg_train/seg_train/street/2562.jpg
4,seg_train/seg_train/sea/3158.jpg
1,seg_train/seg_train/forest/123.jpg
1,seg_train/seg_train/forest/12219.jpg
5,seg_train/seg_train/street/16482.jpg
1,seg_train/seg_train/forest/2658.jpg
1,seg_train/seg_train/forest/12967.jpg
4,seg_train/seg_train/sea/17318.jpg
4,seg_train/seg_train/sea/4945.jpg
4,seg_train/seg_train/sea/15511.jpg
3,seg_train/seg_train/mountain/17339.jpg
2,seg_train/seg_train/glacier/6048.jpg
3,seg_train/seg_train/mountain/8043.jpg
3,seg_train/seg_train/mountain/16203.jpg
2,seg_train/seg_train/glacier/13706.jpg
4,seg_train/seg_train/sea/16113.jpg
3,seg_train/seg_train/mountain/816.jpg
5,seg_train/seg_train/street/1182.jpg
1,seg_train/seg_train/forest/17559.jpg
2,seg_train/seg_train/glacier/4132.jpg
1,seg_train/seg_train/forest/4255.jpg
4,seg_train/seg_train/sea/19461.jpg
3,seg_train/seg_train/mountain/2428.jpg
4,seg_train/seg_train/sea/6793.jpg
5,seg_train/seg_train/street/19017.jpg
2,seg_train/seg_train/glacier/6588.jpg
2,seg_train/seg_train/glacier/2239.jpg
2,seg_train/seg_train/glacier/15103.jpg
2,seg_train/seg_train/glacier/15370.jpg
1,seg_train/seg_train/forest/9246.jpg
2,seg_train/seg_train/glacier/1135.jpg
2,seg_train/seg_train/glacier/15284.jpg
2,seg_train/seg_train/glacier/12152.jpg
0,seg_train/seg_train/buildings/17337.jpg
5,seg_train/seg_train/street/8618.jpg
3,seg_train/seg_train/mountain/16354.jpg
5,seg_train/seg_train/street/657.jpg
0,seg_train/seg_train/buildings/9810.jpg
3,seg_train/seg_train/mountain/15687.jpg
4,seg_train/seg_train/sea/15393.jpg
3,seg_train/seg_train/mountain/1582.jpg
1,seg_train/seg_train/forest/16163.jpg
3,seg_train/seg_train/mountain/2079.jpg
3,seg_train/seg_train/mountain/17588.jpg
4,seg_train/seg_train/sea/12562.jpg
0,seg_train/seg_train/buildings/15864.jpg
0,seg_train/seg_train/buildings/6586.jpg
1,seg_train/seg_train/forest/6646.jpg
0,seg_train/seg_train/buildings/6629.jpg
1,seg_train/seg_train/forest/18348.jpg
0,seg_train/seg_train/buildings/749.jpg
4,seg_train/seg_train/sea/14411.jpg
1,seg_train/seg_train/forest/15329.jpg
1,seg_train/seg_train/forest/7053.jpg
4,seg_train/seg_train/sea/8584.jpg
3,seg_train/seg_train/mountain/14986.jpg
3,seg_train/seg_train/mountain/14602.jpg
5,seg_train/seg_train/street/7178.jpg
1,seg_train/seg_train/forest/4087.jpg
2,seg_train/seg_train/glacier/7256.jpg
1,seg_train/seg_train/forest/14475.jpg
5,seg_train/seg_train/street/9164.jpg
1,seg_train/seg_train/forest/18915.jpg
5,seg_train/seg_train/street/10627.jpg
4,seg_train/seg_train/sea/8879.jpg
1,seg_train/seg_train/forest/15586.jpg
2,seg_train/seg_train/glacier/20045.jpg
3,seg_train/seg_train/mountain/19964.jpg
0,seg_train/seg_train/buildings/9819.jpg
0,seg_train/seg_train/buildings/13377.jpg
1,seg_train/seg_train/forest/11556.jpg
0,seg_train/seg_train/buildings/5761.jpg
0,seg_train/seg_train/buildings/13603.jpg
2,seg_train/seg_train/glacier/6528.jpg
5,seg_train/seg_train/street/14805.jpg
2,seg_train/seg_train/glacier/17597.jpg
3,seg_train/seg_train/mountain/6295.jpg
3,seg_train/seg_train/mountain/7332.jpg
4,seg_train/seg_train/sea/8306.jpg
1,seg_train/seg_train/forest/7080.jpg
3,seg_train/seg_train/mountain/14196.jpg
4,seg_train/seg_train/sea/8953.jpg
1,seg_train/seg_train/forest/18502.jpg
5,seg_train/seg_train/street/2868.jpg
5,seg_train/seg_train/street/19679.jpg
0,seg_train/seg_train/buildings/18435.jpg
1,seg_train/seg_train/forest/1462.jpg
4,seg_train/seg_train/sea/17727.jpg
3,seg_train/seg_train/mountain/9957.jpg
1,seg_train/seg_train/forest/9116.jpg
1,seg_train/seg_train/forest/12881.jpg
2,seg_train/seg_train/glacier/16565.jpg
3,seg_train/seg_train/mountain/9644.jpg
2,seg_train/seg_train/glacier/11352.jpg
1,seg_train/seg_train/forest/7884.jpg
5,seg_train/seg_train/street/3400.jpg
4,seg_train/seg_train/sea/20001.jpg
5,seg_train/seg_train/street/15857.jpg
4,seg_train/seg_train/sea/8965.jpg
5,seg_train/seg_train/street/10691.jpg
0,seg_train/seg_train/buildings/9173.jpg
1,seg_train/seg_train/forest/2127.jpg
5,seg_train/seg_train/street/8165.jpg
5,seg_train/seg_train/street/9609.jpg
1,seg_train/seg_train/forest/18903.jpg
5,seg_train/seg_train/street/91.jpg
4,seg_train/seg_train/sea/7927.jpg
0,seg_train/seg_train/buildings/14464.jpg
4,seg_train/seg_train/sea/2394.jpg
0,seg_train/seg_train/buildings/7703.jpg
4,seg_train/seg_train/sea/11592.jpg
0,seg_train/seg_train/buildings/19078.jpg
2,seg_train/seg_train/glacier/10693.jpg
1,seg_train/seg_train/forest/8600.jpg
2,seg_train/seg_train/glacier/2597.jpg
0,seg_train/seg_train/buildings/18133.jpg
3,seg_train/seg_train/mountain/6126.jpg
2,seg_train/seg_train/glacier/3260.jpg
3,seg_train/seg_train/mountain/5790.jpg
4,seg_train/seg_train/sea/300.jpg
1,seg_train/seg_train/forest/6127.jpg
3,seg_train/seg_train/mountain/12177.jpg
1,seg_train/seg_train/forest/14863.jpg
3,seg_train/seg_train/mountain/12769.jpg
0,seg_train/seg_train/buildings/15653.jpg
3,seg_train/seg_train/mountain/3305.jpg
2,seg_train/seg_train/glacier/8898.jpg
3,seg_train/seg_train/mountain/13829.jpg
0,seg_train/seg_train/buildings/8243.jpg
5,seg_train/seg_train/street/12458.jpg
3,seg_train/seg_train/mountain/5422.jpg
3,seg_train/seg_train/mountain/15783.jpg
5,seg_train/seg_train/street/9690.jpg
5,seg_train/seg_train/street/18692.jpg
3,seg_train/seg_train/mountain/14111.jpg
5,seg_train/seg_train/street/16253.jpg
1,seg_train/seg_train/forest/16172.jpg
3,seg_train/seg_train/mountain/4771.jpg
3,seg_train/seg_train/mountain/15473.jpg
3,seg_train/seg_train/mountain/8991.jpg
0,seg_train/seg_train/buildings/12590.jpg
2,seg_train/seg_train/glacier/9853.jpg
5,seg_train/seg_train/street/17014.jpg
5,seg_train/seg_train/street/6679.jpg
4,seg_train/seg_train/sea/18035.jpg
1,seg_train/seg_train/forest/8.jpg
1,seg_train/seg_train/forest/1505.jpg
5,seg_train/seg_train/street/17540.jpg
1,seg_train/seg_train/forest/11999.jpg
4,seg_train/seg_train/sea/13502.jpg
5,seg_train/seg_train/street/9442.jpg
1,seg_train/seg_train/forest/483.jpg
0,seg_train/seg_train/buildings/401.jpg
1,seg_train/seg_train/forest/19982.jpg
1,seg_train/seg_train/forest/11641.jpg
3,seg_train/seg_train/mountain/14940.jpg
0,seg_train/seg_train/buildings/13882.jpg
2,seg_train/seg_train/glacier/19118.jpg
2,seg_train/seg_train/glacier/10094.jpg
5,seg_train/seg_train/street/16631.jpg
5,seg_train/seg_train/street/13046.jpg
3,seg_train/seg_train/mountain/7359.jpg
0,seg_train/seg_train/buildings/16567.jpg
3,seg_train/seg_train/mountain/8615.jpg
5,seg_train/seg_train/street/18190.jpg
1,seg_train/seg_train/forest/18152.jpg
1,seg_train/seg_train/forest/12711.jpg
4,seg_train/seg_train/sea/14489.jpg
0,seg_train/seg_train/buildings/4332.jpg
4,seg_train/seg_train/sea/7525.jpg
0,seg_train/seg_train/buildings/15141.jpg
1,seg_train/seg_train/forest/6803.jpg
4,seg_train/seg_train/sea/2886.jpg
0,seg_train/seg_train/buildings/14158.jpg
3,seg_train/seg_train/mountain/2721.jpg
0,seg_train/seg_train/buildings/6509.jpg
4,seg_train/seg_train/sea/16744.jpg
0,seg_train/seg_train/buildings/3955.jpg
2,seg_train/seg_train/glacier/1089.jpg
0,seg_train/seg_train/buildings/1937.jpg
3,seg_train/seg_train/mountain/13522.jpg
4,seg_train/seg_train/sea/10671.jpg
4,seg_train/seg_train/sea/8517.jpg
2,seg_train/seg_train/glacier/16448.jpg
2,seg_train/seg_train/glacier/2125.jpg
0,seg_train/seg_train/buildings/2263.jpg
2,seg_train/seg_train/glacier/14045.jpg
1,seg_train/seg_train/forest/17143.jpg
2,seg_train/seg_train/glacier/17194.jpg
1,seg_train/seg_train/forest/8805.jpg
3,seg_train/seg_train/mountain/4384.jpg
1,seg_train/seg_train/forest/6154.jpg
5,seg_train/seg_train/street/18897.jpg
0,seg_train/seg_train/buildings/1406.jpg
0,seg_train/seg_train/buildings/18105.jpg
1,seg_train/seg_train/forest/7756.jpg
0,seg_train/seg_train/buildings/18951.jpg
2,seg_train/seg_train/glacier/17038.jpg
0,seg_train/seg_train/buildings/10872.jpg
2,seg_train/seg_train/glacier/12478.jpg
1,seg_train/seg_train/forest/8978.jpg
5,seg_train/seg_train/street/5559.jpg
4,seg_train/seg_train/sea/16061.jpg
2,seg_train/seg_train/glacier/17999.jpg
1,seg_train/seg_train/forest/17730.jpg
5,seg_train/seg_train/street/10569.jpg
5,seg_train/seg_train/street/16727.jpg
4,seg_train/seg_train/sea/9753.jpg
1,seg_train/seg_train/forest/16775.jpg
2,seg_train/seg_train/glacier/6002.jpg
2,seg_train/seg_train/glacier/8225.jpg
1,seg_train/seg_train/forest/9216.jpg
3,seg_train/seg_train/mountain/19691.jpg
3,seg_train/seg_train/mountain/18265.jpg
2,seg_train/seg_train/glacier/17001.jpg
2,seg_train/seg_train/glacier/16856.jpg
3,seg_train/seg_train/mountain/8573.jpg
4,seg_train/seg_train/sea/7711.jpg
3,seg_train/seg_train/mountain/2140.jpg
5,seg_train/seg_train/street/1194.jpg
2,seg_train/seg_train/glacier/12097.jpg
4,seg_train/seg_train/sea/3197.jpg
5,seg_train/seg_train/street/12448.jpg
5,seg_train/seg_train/street/14668.jpg
4,seg_train/seg_train/sea/18559.jpg
0,seg_train/seg_train/buildings/9725.jpg
2,seg_train/seg_train/glacier/13217.jpg
2,seg_train/seg_train/glacier/9726.jpg
4,seg_train/seg_train/sea/4423.jpg
3,seg_train/seg_train/mountain/9285.jpg
2,seg_train/seg_train/glacier/6507.jpg
2,seg_train/seg_train/glacier/6146.jpg
1,seg_train/seg_train/forest/1966.jpg
0,seg_train/seg_train/buildings/11594.jpg
3,seg_train/seg_train/mountain/19318.jpg
0,seg_train/seg_train/buildings/3449.jpg
0,seg_train/seg_train/buildings/8238.jpg
2,seg_train/seg_train/glacier/2950.jpg
3,seg_train/seg_train/mountain/16034.jpg
5,seg_train/seg_train/street/19965.jpg
1,seg_train/seg_train/forest/9930.jpg
5,seg_train/seg_train/street/12481.jpg
3,seg_train/seg_train/mountain/12529.jpg
2,seg_train/seg_train/glacier/14993.jpg
5,seg_train/seg_train/street/735.jpg
3,seg_train/seg_train/mountain/2120.jpg
3,seg_train/seg_train/mountain/6367.jpg
3,seg_train/seg_train/mountain/2230.jpg
3,seg_train/seg_train/mountain/3872.jpg
1,seg_train/seg_train/forest/19849.jpg
4,seg_train/seg_train/sea/14763.jpg
1,seg_train/seg_train/forest/14617.jpg
3,seg_train/seg_train/mountain/3234.jpg
0,seg_train/seg_train/buildings/19955.jpg
5,seg_train/seg_train/street/13605.jpg
4,seg_train/seg_train/sea/261.jpg
1,seg_train/seg_train/forest/4308.jpg
5,seg_train/seg_train/street/19277.jpg
3,seg_train/seg_train/mountain/14764.jpg
3,seg_train/seg_train/mountain/11933.jpg
0,seg_train/seg_train/buildings/6033.jpg
1,seg_train/seg_train/forest/12672.jpg
1,seg_train/seg_train/forest/8796.jpg
0,seg_train/seg_train/buildings/10886.jpg
5,seg_train/seg_train/street/13567.jpg
2,seg_train/seg_train/glacier/17944.jpg
0,seg_train/seg_train/buildings/18668.jpg
2,seg_train/seg_train/glacier/17817.jpg
4,seg_train/seg_train/sea/14461.jpg
5,seg_train/seg_train/street/7132.jpg
4,seg_train/seg_train/sea/4076.jpg
5,seg_train/seg_train/street/19772.jpg
4,seg_train/seg_train/sea/62.jpg
4,seg_train/seg_train/sea/5318.jpg
3,seg_train/seg_train/mountain/12320.jpg
4,seg_train/seg_train/sea/15043.jpg
4,seg_train/seg_train/sea/14865.jpg
0,seg_train/seg_train/buildings/11795.jpg
1,seg_train/seg_train/forest/11697.jpg
4,seg_train/seg_train/sea/6226.jpg
5,seg_train/seg_train/street/1605.jpg
5,seg_train/seg_train/street/11850.jpg
3,seg_train/seg_train/mountain/8895.jpg
2,seg_train/seg_train/glacier/18781.jpg
0,seg_train/seg_train/buildings/2209.jpg
1,seg_train/seg_train/forest/18889.jpg
0,seg_train/seg_train/buildings/6757.jpg
4,seg_train/seg_train/sea/16899.jpg
2,seg_train/seg_train/glacier/8036.jpg
0,seg_train/seg_train/buildings/10608.jpg
0,seg_train/seg_train/buildings/2426.jpg
2,seg_train/seg_train/glacier/1974.jpg
1,seg_train/seg_train/forest/1871.jpg
0,seg_train/seg_train/buildings/17198.jpg
4,seg_train/seg_train/sea/19356.jpg
3,seg_train/seg_train/mountain/15684.jpg
3,seg_train/seg_train/mountain/15263.jpg
2,seg_train/seg_train/glacier/19517.jpg
0,seg_train/seg_train/buildings/15796.jpg
0,seg_train/seg_train/buildings/13812.jpg
5,seg_train/seg_train/street/10215.jpg
4,seg_train/seg_train/sea/363.jpg
3,seg_train/seg_train/mountain/1147.jpg
0,seg_train/seg_train/buildings/16988.jpg
3,seg_train/seg_train/mountain/16962.jpg
0,seg_train/seg_train/buildings/15827.jpg
4,seg_train/seg_train/sea/4870.jpg
2,seg_train/seg_train/glacier/18426.jpg
4,seg_train/seg_train/sea/15188.jpg
3,seg_train/seg_train/mountain/11940.jpg
3,seg_train/seg_train/mountain/18765.jpg
2,seg_train/seg_train/glacier/14995.jpg
0,seg_train/seg_train/buildings/4906.jpg
5,seg_train/seg_train/street/18261.jpg
3,seg_train/seg_train/mountain/18135.jpg
5,seg_train/seg_train/street/7340.jpg
1,seg_train/seg_train/forest/18544.jpg
4,seg_train/seg_train/sea/16944.jpg
0,seg_train/seg_train/buildings/15451.jpg
5,seg_train/seg_train/street/3763.jpg
2,seg_train/seg_train/glacier/9211.jpg
3,seg_train/seg_train/mountain/9229.jpg
2,seg_train/seg_train/glacier/13354.jpg
4,seg_train/seg_train/sea/2214.jpg
1,seg_train/seg_train/forest/15225.jpg
5,seg_train/seg_train/street/3021.jpg
1,seg_train/seg_train/forest/7163.jpg
2,seg_train/seg_train/glacier/3485.jpg
0,seg_train/seg_train/buildings/5927.jpg
3,seg_train/seg_train/mountain/9232.jpg
2,seg_train/seg_train/glacier/13403.jpg
2,seg_train/seg_train/glacier/2440.jpg
5,seg_train/seg_train/street/14910.jpg
0,seg_train/seg_train/buildings/13746.jpg
2,seg_train/seg_train/glacier/15571.jpg
1,seg_train/seg_train/forest/479.jpg
5,seg_train/seg_train/street/17278.jpg
4,seg_train/seg_train/sea/19732.jpg
2,seg_train/seg_train/glacier/6249.jpg
0,seg_train/seg_train/buildings/17719.jpg
5,seg_train/seg_train/street/9004.jpg
4,seg_train/seg_train/sea/4257.jpg
5,seg_train/seg_train/street/15182.jpg
1,seg_train/seg_train/forest/1163.jpg
3,seg_train/seg_train/mountain/4541.jpg
3,seg_train/seg_train/mountain/15755.jpg
4,seg_train/seg_train/sea/5400.jpg
2,seg_train/seg_train/glacier/1861.jpg
4,seg_train/seg_train/sea/11701.jpg
5,seg_train/seg_train/street/15534.jpg
2,seg_train/seg_train/glacier/17206.jpg
0,seg_train/seg_train/buildings/11378.jpg
4,seg_train/seg_train/sea/16219.jpg
2,seg_train/seg_train/glacier/6817.jpg
4,seg_train/seg_train/sea/4798.jpg
0,seg_train/seg_train/buildings/4878.jpg
0,seg_train/seg_train/buildings/1668.jpg
1,seg_train/seg_train/forest/10731.jpg
2,seg_train/seg_train/glacier/404.jpg
1,seg_train/seg_train/forest/768.jpg
3,seg_train/seg_train/mountain/16008.jpg
2,seg_train/seg_train/glacier/10011.jpg
4,seg_train/seg_train/sea/4711.jpg
1,seg_train/seg_train/forest/4723.jpg
2,seg_train/seg_train/glacier/16285.jpg
5,seg_train/seg_train/street/3038.jpg
1,seg_train/seg_train/forest/2044.jpg
1,seg_train/seg_train/forest/1855.jpg
3,seg_train/seg_train/mountain/5252.jpg
1,seg_train/seg_train/forest/15343.jpg
4,seg_train/seg_train/sea/2991.jpg
0,seg_train/seg_train/buildings/3339.jpg
3,seg_train/seg_train/mountain/13464.jpg
1,seg_train/seg_train/forest/11699.jpg
5,seg_train/seg_train/street/9014.jpg
0,seg_train/seg_train/buildings/4160.jpg
4,seg_train/seg_train/sea/15055.jpg
1,seg_train/seg_train/forest/8112.jpg
2,seg_train/seg_train/glacier/10267.jpg
4,seg_train/seg_train/sea/1022.jpg
2,seg_train/seg_train/glacier/18963.jpg
5,seg_train/seg_train/street/9351.jpg
4,seg_train/seg_train/sea/1326.jpg
4,seg_train/seg_train/sea/14349.jpg
5,seg_train/seg_train/street/6408.jpg
1,seg_train/seg_train/forest/8183.jpg
5,seg_train/seg_train/street/15756.jpg
3,seg_train/seg_train/mountain/13172.jpg
5,seg_train/seg_train/street/12740.jpg
4,seg_train/seg_train/sea/5381.jpg
5,seg_train/seg_train/street/13107.jpg
2,seg_train/seg_train/glacier/13677.jpg
3,seg_train/seg_train/mountain/10876.jpg
2,seg_train/seg_train/glacier/17612.jpg
1,seg_train/seg_train/forest/195.jpg
2,seg_train/seg_train/glacier/19380.jpg
4,seg_train/seg_train/sea/5047.jpg
5,seg_train/seg_train/street/10778.jpg
0,seg_train/seg_train/buildings/6699.jpg
0,seg_train/seg_train/buildings/3253.jpg
3,seg_train/seg_train/mountain/16088.jpg
4,seg_train/seg_train/sea/11237.jpg
1,seg_train/seg_train/forest/7556.jpg
4,seg_train/seg_train/sea/15294.jpg
3,seg_train/seg_train/mountain/19114.jpg
5,seg_train/seg_train/street/2788.jpg
5,seg_train/seg_train/street/14683.jpg
4,seg_train/seg_train/sea/9709.jpg
4,seg_train/seg_train/sea/17265.jpg
0,seg_train/seg_train/buildings/12396.jpg
2,seg_train/seg_train/glacier/7569.jpg
4,seg_train/seg_train/sea/12714.jpg
2,seg_train/seg_train/glacier/2903.jpg
4,seg_train/seg_train/sea/16882.jpg
1,seg_train/seg_train/forest/15153.jpg
