path,label
seg_pred/seg_pred/10406.jpg,3
seg_pred/seg_pred/14771.jpg,5
seg_pred/seg_pred/17057.jpg,3
seg_pred/seg_pred/7371.jpg,1
seg_pred/seg_pred/23699.jpg,3
seg_pred/seg_pred/13379.jpg,2
seg_pred/seg_pred/23914.jpg,1
seg_pred/seg_pred/3006.jpg,0
seg_pred/seg_pred/11078.jpg,0
seg_pred/seg_pred/11105.jpg,4
seg_pred/seg_pred/633.jpg,4
seg_pred/seg_pred/21773.jpg,2
seg_pred/seg_pred/20428.jpg,3
seg_pred/seg_pred/6229.jpg,5
seg_pred/seg_pred/19690.jpg,0
seg_pred/seg_pred/10073.jpg,5
seg_pred/seg_pred/84.jpg,3
seg_pred/seg_pred/6475.jpg,2
seg_pred/seg_pred/10913.jpg,5
seg_pred/seg_pred/21050.jpg,2
seg_pred/seg_pred/5197.jpg,3
seg_pred/seg_pred/19229.jpg,1
seg_pred/seg_pred/17850.jpg,3
seg_pred/seg_pred/531.jpg,2
seg_pred/seg_pred/1795.jpg,1
seg_pred/seg_pred/20936.jpg,0
seg_pred/seg_pred/8268.jpg,4
seg_pred/seg_pred/20119.jpg,1
seg_pred/seg_pred/4730.jpg,5
seg_pred/seg_pred/23863.jpg,3
seg_pred/seg_pred/12813.jpg,1
seg_pred/seg_pred/12949.jpg,3
seg_pred/seg_pred/6696.jpg,5
seg_pred/seg_pred/4495.jpg,5
seg_pred/seg_pred/5745.jpg,4
seg_pred/seg_pred/15095.jpg,2
seg_pred/seg_pred/3414.jpg,0
seg_pred/seg_pred/9723.jpg,2
seg_pred/seg_pred/15305.jpg,5
seg_pred/seg_pred/23071.jpg,2
seg_pred/seg_pred/14945.jpg,2
seg_pred/seg_pred/8759.jpg,2
seg_pred/seg_pred/12340.jpg,5
seg_pred/seg_pred/17303.jpg,1
seg_pred/seg_pred/14395.jpg,2
seg_pred/seg_pred/20422.jpg,2
seg_pred/seg_pred/17243.jpg,5
seg_pred/seg_pred/961.jpg,0
seg_pred/seg_pred/24030.jpg,0
seg_pred/seg_pred/5106.jpg,4
seg_pred/seg_pred/7497.jpg,2
seg_pred/seg_pred/494.jpg,3
seg_pred/seg_pred/23523.jpg,1
seg_pred/seg_pred/20404.jpg,2
seg_pred/seg_pred/6665.jpg,4
seg_pred/seg_pred/4364.jpg,5
seg_pred/seg_pred/11995.jpg,2
seg_pred/seg_pred/2834.jpg,0
seg_pred/seg_pred/14356.jpg,5
seg_pred/seg_pred/212.jpg,5
seg_pred/seg_pred/22914.jpg,1
seg_pred/seg_pred/8456.jpg,0
seg_pred/seg_pred/17601.jpg,1
seg_pred/seg_pred/8215.jpg,5
seg_pred/seg_pred/22715.jpg,4
seg_pred/seg_pred/24298.jpg,5
seg_pred/seg_pred/12085.jpg,4
seg_pred/seg_pred/616.jpg,0
seg_pred/seg_pred/238.jpg,2
seg_pred/seg_pred/14374.jpg,4
seg_pred/seg_pred/19941.jpg,2
seg_pred/seg_pred/2488.jpg,0
seg_pred/seg_pred/12390.jpg,2
seg_pred/seg_pred/23238.jpg,1
seg_pred/seg_pred/15252.jpg,1
seg_pred/seg_pred/11216.jpg,5
seg_pred/seg_pred/4203.jpg,0
seg_pred/seg_pred/10813.jpg,4
seg_pred/seg_pred/346.jpg,3
seg_pred/seg_pred/9197.jpg,0
seg_pred/seg_pred/20506.jpg,2
seg_pred/seg_pred/19569.jpg,3
seg_pred/seg_pred/2846.jpg,4
seg_pred/seg_pred/13636.jpg,3
seg_pred/seg_pred/20721.jpg,5
seg_pred/seg_pred/13098.jpg,3
seg_pred/seg_pred/18635.jpg,5
seg_pred/seg_pred/13208.jpg,3
seg_pred/seg_pred/13255.jpg,1
seg_pred/seg_pred/1279.jpg,5
seg_pred/seg_pred/21850.jpg,2
seg_pred/seg_pred/4037.jpg,1
seg_pred/seg_pred/24243.jpg,2
seg_pred/seg_pred/17984.jpg,0
seg_pred/seg_pred/5856.jpg,0
seg_pred/seg_pred/7765.jpg,2
seg_pred/seg_pred/507.jpg,1
seg_pred/seg_pred/7869.jpg,5
seg_pred/seg_pred/13576.jpg,4
seg_pred/seg_pred/1814.jpg,1
seg_pred/seg_pred/18041.jpg,5
seg_pred/seg_pred/1364.jpg,3
seg_pred/seg_pred/11950.jpg,4
seg_pred/seg_pred/19448.jpg,1
seg_pred/seg_pred/23480.jpg,4
seg_pred/seg_pred/19684.jpg,0
seg_pred/seg_pred/19641.jpg,4
seg_pred/seg_pred/18414.jpg,4
seg_pred/seg_pred/21080.jpg,2
seg_pred/seg_pred/21654.jpg,3
seg_pred/seg_pred/12730.jpg,4
seg_pred/seg_pred/22795.jpg,3
seg_pred/seg_pred/20518.jpg,4
seg_pred/seg_pred/10855.jpg,0
seg_pred/seg_pred/11444.jpg,1
seg_pred/seg_pred/16436.jpg,0
seg_pred/seg_pred/2245.jpg,1
seg_pred/seg_pred/4240.jpg,1
seg_pred/seg_pred/23305.jpg,0
seg_pred/seg_pred/15548.jpg,1
seg_pred/seg_pred/5896.jpg,4
seg_pred/seg_pred/10232.jpg,2
seg_pred/seg_pred/6427.jpg,2
seg_pred/seg_pred/21424.jpg,4
seg_pred/seg_pred/13972.jpg,1
seg_pred/seg_pred/15101.jpg,3
seg_pred/seg_pred/4804.jpg,2
seg_pred/seg_pred/22551.jpg,3
seg_pred/seg_pred/12635.jpg,0
seg_pred/seg_pred/15745.jpg,4
seg_pred/seg_pred/4176.jpg,5
seg_pred/seg_pred/21672.jpg,5
seg_pred/seg_pred/709.jpg,3
seg_pred/seg_pred/23916.jpg,0
seg_pred/seg_pred/7305.jpg,5
seg_pred/seg_pred/15336.jpg,5
seg_pred/seg_pred/13318.jpg,0
seg_pred/seg_pred/2190.jpg,5
seg_pred/seg_pred/23410.jpg,3
seg_pred/seg_pred/23751.jpg,1
seg_pred/seg_pred/15678.jpg,1
seg_pred/seg_pred/7969.jpg,4
seg_pred/seg_pred/17342.jpg,2
seg_pred/seg_pred/23202.jpg,3
seg_pred/seg_pred/5072.jpg,0
seg_pred/seg_pred/17482.jpg,5
seg_pred/seg_pred/18257.jpg,4
seg_pred/seg_pred/23358.jpg,5
seg_pred/seg_pred/17382.jpg,2
seg_pred/seg_pred/15850.jpg,5
seg_pred/seg_pred/21693.jpg,3
seg_pred/seg_pred/19264.jpg,3
seg_pred/seg_pred/14163.jpg,5
seg_pred/seg_pred/10712.jpg,5
seg_pred/seg_pred/19366.jpg,5
seg_pred/seg_pred/3966.jpg,3
seg_pred/seg_pred/14666.jpg,0
seg_pred/seg_pred/4367.jpg,5
seg_pred/seg_pred/777.jpg,3
seg_pred/seg_pred/9414.jpg,3
seg_pred/seg_pred/11566.jpg,0
seg_pred/seg_pred/5619.jpg,2
seg_pred/seg_pred/14478.jpg,3
seg_pred/seg_pred/983.jpg,1
seg_pred/seg_pred/8108.jpg,0
seg_pred/seg_pred/12464.jpg,1
seg_pred/seg_pred/18608.jpg,5
seg_pred/seg_pred/4559.jpg,1
seg_pred/seg_pred/6288.jpg,4
seg_pred/seg_pred/11949.jpg,1
seg_pred/seg_pred/6121.jpg,4
seg_pred/seg_pred/19957.jpg,2
seg_pred/seg_pred/7619.jpg,3
seg_pred/seg_pred/11330.jpg,1
seg_pred/seg_pred/22591.jpg,5
seg_pred/seg_pred/16656.jpg,5
seg_pred/seg_pred/12712.jpg,2
seg_pred/seg_pred/10164.jpg,1
seg_pred/seg_pred/18588.jpg,3
seg_pred/seg_pred/21571.jpg,4
seg_pred/seg_pred/23029.jpg,5
seg_pred/seg_pred/4811.jpg,4
seg_pred/seg_pred/16298.jpg,5
seg_pred/seg_pred/23569.jpg,1
seg_pred/seg_pred/12841.jpg,0
seg_pred/seg_pred/4706.jpg,0
seg_pred/seg_pred/1948.jpg,1
seg_pred/seg_pred/18684.jpg,2
seg_pred/seg_pred/14753.jpg,0
seg_pred/seg_pred/5706.jpg,3
seg_pred/seg_pred/8550.jpg,4
seg_pred/seg_pred/3321.jpg,3
seg_pred/seg_pred/17640.jpg,1
seg_pred/seg_pred/11022.jpg,4
seg_pred/seg_pred/19873.jpg,4
seg_pred/seg_pred/17778.jpg,2
seg_pred/seg_pred/22791.jpg,4
seg_pred/seg_pred/21833.jpg,3
seg_pred/seg_pred/20321.jpg,1
seg_pred/seg_pred/16454.jpg,0
seg_pred/seg_pred/13891.jpg,2
seg_pred/seg_pred/24216.jpg,0
seg_pred/seg_pred/20258.jpg,2
seg_pred/seg_pred/4533.jpg,5
seg_pred/seg_pred/4369.jpg,5
seg_pred/seg_pred/13510.jpg,2
seg_pred/seg_pred/12800.jpg,1
seg_pred/seg_pred/17430.jpg,3
seg_pred/seg_pred/19991.jpg,1
seg_pred/seg_pred/6183.jpg,1
seg_pred/seg_pred/19587.jpg,5
seg_pred/seg_pred/18662.jpg,3
seg_pred/seg_pred/20675.jpg,2
seg_pred/seg_pred/4418.jpg,1
seg_pred/seg_pred/9244.jpg,4
seg_pred/seg_pred/22302.jpg,2
seg_pred/seg_pred/14596.jpg,4
seg_pred/seg_pred/18459.jpg,4
seg_pred/seg_pred/21039.jpg,0
seg_pred/seg_pred/12979.jpg,5
seg_pred/seg_pred/21071.jpg,3
seg_pred/seg_pred/5945.jpg,2
seg_pred/seg_pred/7149.jpg,0
seg_pred/seg_pred/101.jpg,2
seg_pred/seg_pred/21289.jpg,1
seg_pred/seg_pred/10209.jpg,1
seg_pred/seg_pred/3926.jpg,1
seg_pred/seg_pred/1130.jpg,2
seg_pred/seg_pred/1972.jpg,3
seg_pred/seg_pred/23891.jpg,0
seg_pred/seg_pred/13017.jpg,0
seg_pred/seg_pred/268.jpg,5
seg_pred/seg_pred/10171.jpg,2
seg_pred/seg_pred/23605.jpg,3
seg_pred/seg_pred/9113.jpg,2
seg_pred/seg_pred/3799.jpg,1
seg_pred/seg_pred/8729.jpg,1
seg_pred/seg_pred/11835.jpg,1
seg_pred/seg_pred/2645.jpg,5
seg_pred/seg_pred/5796.jpg,5
seg_pred/seg_pred/16487.jpg,3
seg_pred/seg_pred/2395.jpg,2
seg_pred/seg_pred/22999.jpg,3
seg_pred/seg_pred/12305.jpg,3
seg_pred/seg_pred/4584.jpg,5
seg_pred/seg_pred/2305.jpg,1
seg_pred/seg_pred/9995.jpg,1
seg_pred/seg_pred/14653.jpg,2
seg_pred/seg_pred/9829.jpg,5
seg_pred/seg_pred/14742.jpg,5
seg_pred/seg_pred/18019.jpg,1
seg_pred/seg_pred/11540.jpg,4
seg_pred/seg_pred/3830.jpg,5
seg_pred/seg_pred/5346.jpg,2
seg_pred/seg_pred/21124.jpg,5
seg_pred/seg_pred/13686.jpg,2
seg_pred/seg_pred/11839.jpg,1
seg_pred/seg_pred/5859.jpg,1
seg_pred/seg_pred/16462.jpg,4
seg_pred/seg_pred/23991.jpg,4
seg_pred/seg_pred/3246.jpg,2
seg_pred/seg_pred/6069.jpg,0
seg_pred/seg_pred/10799.jpg,3
seg_pred/seg_pred/21899.jpg,5
seg_pred/seg_pred/15519.jpg,2
seg_pred/seg_pred/13498.jpg,3
seg_pred/seg_pred/862.jpg,4
seg_pred/seg_pred/20548.jpg,4
seg_pred/seg_pred/1414.jpg,1
seg_pred/seg_pred/14992.jpg,2
seg_pred/seg_pred/5966.jpg,1
seg_pred/seg_pred/17366.jpg,4
seg_pred/seg_pred/24291.jpg,3
seg_pred/seg_pred/13758.jpg,0
seg_pred/seg_pred/14414.jpg,2
seg_pred/seg_pred/21997.jpg,3
seg_pred/seg_pred/8149.jpg,4
seg_pred/seg_pred/18998.jpg,4
seg_pred/seg_pred/11998.jpg,4
seg_pred/seg_pred/22094.jpg,4
seg_pred/seg_pred/8677.jpg,4
seg_pred/seg_pred/2499.jpg,4
seg_pred/seg_pred/9039.jpg,5
seg_pred/seg_pred/23836.jpg,3
seg_pred/seg_pred/24227.jpg,2
seg_pred/seg_pred/14877.jpg,0
seg_pred/seg_pred/5503.jpg,5
seg_pred/seg_pred/5478.jpg,4
seg_pred/seg_pred/6965.jpg,2
seg_pred/seg_pred/8546.jpg,1
seg_pred/seg_pred/2651.jpg,2
seg_pred/seg_pred/2028.jpg,2
seg_pred/seg_pred/203.jpg,0
seg_pred/seg_pred/10427.jpg,3
seg_pred/seg_pred/12978.jpg,1
seg_pred/seg_pred/6217.jpg,5
seg_pred/seg_pred/23752.jpg,4
seg_pred/seg_pred/19485.jpg,2
seg_pred/seg_pred/4611.jpg,4
seg_pred/seg_pred/2784.jpg,1
seg_pred/seg_pred/1419.jpg,3
seg_pred/seg_pred/818.jpg,2
seg_pred/seg_pred/5254.jpg,2
seg_pred/seg_pred/22327.jpg,5
seg_pred/seg_pred/6176.jpg,5
seg_pred/seg_pred/590.jpg,5
seg_pred/seg_pred/10615.jpg,4
seg_pred/seg_pred/17213.jpg,0
seg_pred/seg_pred/668.jpg,0
seg_pred/seg_pred/10339.jpg,4
seg_pred/seg_pred/10434.jpg,2
seg_pred/seg_pred/11778.jpg,4
seg_pred/seg_pred/8052.jpg,2
seg_pred/seg_pred/17692.jpg,1
seg_pred/seg_pred/5455.jpg,0
seg_pred/seg_pred/19370.jpg,2
seg_pred/seg_pred/529.jpg,4
seg_pred/seg_pred/6164.jpg,0
seg_pred/seg_pred/21474.jpg,1
seg_pred/seg_pred/2146.jpg,4
seg_pred/seg_pred/16361.jpg,2
seg_pred/seg_pred/11250.jpg,5
seg_pred/seg_pred/23954.jpg,4
seg_pred/seg_pred/15623.jpg,4
seg_pred/seg_pred/23740.jpg,5
seg_pred/seg_pred/23147.jpg,2
seg_pred/seg_pred/21848.jpg,2
seg_pred/seg_pred/9471.jpg,5
seg_pred/seg_pred/9661.jpg,1
seg_pred/seg_pred/22403.jpg,4
seg_pred/seg_pred/24157.jpg,3
seg_pred/seg_pred/5813.jpg,0
seg_pred/seg_pred/16186.jpg,3
seg_pred/seg_pred/5174.jpg,1
seg_pred/seg_pred/24038.jpg,1
seg_pred/seg_pred/614.jpg,5
seg_pred/seg_pred/13102.jpg,0
seg_pred/seg_pred/1428.jpg,3
seg_pred/seg_pred/4680.jpg,1
seg_pred/seg_pred/6488.jpg,2
seg_pred/seg_pred/19382.jpg,2
seg_pred/seg_pred/7438.jpg,2
seg_pred/seg_pred/18591.jpg,1
seg_pred/seg_pred/9960.jpg,3
seg_pred/seg_pred/13845.jpg,1
seg_pred/seg_pred/7218.jpg,5
seg_pred/seg_pred/3923.jpg,2
seg_pred/seg_pred/2795.jpg,2
seg_pred/seg_pred/23350.jpg,0
seg_pred/seg_pred/8168.jpg,3
seg_pred/seg_pred/6348.jpg,1
seg_pred/seg_pred/10082.jpg,5
seg_pred/seg_pred/12254.jpg,3
seg_pred/seg_pred/5736.jpg,4
seg_pred/seg_pred/14211.jpg,2
seg_pred/seg_pred/10708.jpg,4
seg_pred/seg_pred/9933.jpg,2
seg_pred/seg_pred/8969.jpg,1
seg_pred/seg_pred/16907.jpg,0
seg_pred/seg_pred/12199.jpg,3
seg_pred/seg_pred/20636.jpg,5
seg_pred/seg_pred/7435.jpg,3
seg_pred/seg_pred/10445.jpg,1
seg_pred/seg_pred/13774.jpg,4
seg_pred/seg_pred/14800.jpg,2
seg_pred/seg_pred/5336.jpg,0
seg_pred/seg_pred/1049.jpg,5
seg_pred/seg_pred/6017.jpg,2
seg_pred/seg_pred/1268.jpg,2
seg_pred/seg_pred/22781.jpg,5
seg_pred/seg_pred/23028.jpg,0
seg_pred/seg_pred/9465.jpg,0
seg_pred/seg_pred/14506.jpg,1
seg_pred/seg_pred/2213.jpg,2
seg_pred/seg_pred/14481.jpg,5
seg_pred/seg_pred/11230.jpg,4
seg_pred/seg_pred/798.jpg,4
seg_pred/seg_pred/302.jpg,0
seg_pred/seg_pred/16541.jpg,0
seg_pred/seg_pred/9986.jpg,2
seg_pred/seg_pred/16908.jpg,4
seg_pred/seg_pred/15900.jpg,1
seg_pred/seg_pred/8666.jpg,2
seg_pred/seg_pred/10397.jpg,4
seg_pred/seg_pred/13227.jpg,1
seg_pred/seg_pred/19681.jpg,5
seg_pred/seg_pred/16976.jpg,3
seg_pred/seg_pred/4040.jpg,0
seg_pred/seg_pred/10211.jpg,2
seg_pred/seg_pred/6051.jpg,3
seg_pred/seg_pred/11391.jpg,3
seg_pred/seg_pred/7697.jpg,1
seg_pred/seg_pred/16233.jpg,2
seg_pred/seg_pred/7707.jpg,4
seg_pred/seg_pred/18979.jpg,3
seg_pred/seg_pred/7483.jpg,1
seg_pred/seg_pred/9802.jpg,3
seg_pred/seg_pred/20420.jpg,4
seg_pred/seg_pred/8681.jpg,2
seg_pred/seg_pred/8665.jpg,4
seg_pred/seg_pred/4043.jpg,3
seg_pred/seg_pred/11318.jpg,4
seg_pred/seg_pred/19672.jpg,0
seg_pred/seg_pred/19028.jpg,4
seg_pred/seg_pred/19678.jpg,4
seg_pred/seg_pred/4355.jpg,4
seg_pred/seg_pred/17546.jpg,1
seg_pred/seg_pred/4781.jpg,4
seg_pred/seg_pred/10461.jpg,5
seg_pred/seg_pred/11758.jpg,5
seg_pred/seg_pred/12086.jpg,1
seg_pred/seg_pred/21871.jpg,1
seg_pred/seg_pred/119.jpg,2
seg_pred/seg_pred/15282.jpg,3
seg_pred/seg_pred/5620.jpg,3
seg_pred/seg_pred/13585.jpg,4
seg_pred/seg_pred/16986.jpg,0
seg_pred/seg_pred/5420.jpg,1
seg_pred/seg_pred/20830.jpg,0
seg_pred/seg_pred/19742.jpg,4
seg_pred/seg_pred/8463.jpg,0
seg_pred/seg_pred/3317.jpg,3
seg_pred/seg_pred/13913.jpg,0
seg_pred/seg_pred/3681.jpg,4
seg_pred/seg_pred/21668.jpg,1
seg_pred/seg_pred/18365.jpg,1
seg_pred/seg_pred/12804.jpg,2
seg_pred/seg_pred/20034.jpg,3
seg_pred/seg_pred/23673.jpg,2
seg_pred/seg_pred/7304.jpg,2
seg_pred/seg_pred/8989.jpg,0
seg_pred/seg_pred/8004.jpg,0
seg_pred/seg_pred/4594.jpg,1
seg_pred/seg_pred/1200.jpg,3
seg_pred/seg_pred/5466.jpg,2
seg_pred/seg_pred/17792.jpg,2
seg_pred/seg_pred/4432.jpg,2
seg_pred/seg_pred/18178.jpg,1
seg_pred/seg_pred/24031.jpg,2
seg_pred/seg_pred/7159.jpg,4
seg_pred/seg_pred/18986.jpg,2
seg_pred/seg_pred/16686.jpg,2
seg_pred/seg_pred/1509.jpg,4
seg_pred/seg_pred/20130.jpg,3
seg_pred/seg_pred/1842.jpg,2
seg_pred/seg_pred/4697.jpg,4
seg_pred/seg_pred/22013.jpg,2
seg_pred/seg_pred/14200.jpg,1
seg_pred/seg_pred/4104.jpg,2
seg_pred/seg_pred/1816.jpg,2
seg_pred/seg_pred/13448.jpg,1
seg_pred/seg_pred/1355.jpg,4
seg_pred/seg_pred/22874.jpg,5
seg_pred/seg_pred/17929.jpg,1
seg_pred/seg_pred/14960.jpg,1
seg_pred/seg_pred/3322.jpg,2
seg_pred/seg_pred/8290.jpg,4
seg_pred/seg_pred/1206.jpg,0
seg_pred/seg_pred/1525.jpg,4
seg_pred/seg_pred/22075.jpg,0
seg_pred/seg_pred/7444.jpg,4
seg_pred/seg_pred/16110.jpg,2
seg_pred/seg_pred/6892.jpg,5
seg_pred/seg_pred/18062.jpg,2
seg_pred/seg_pred/19025.jpg,4
seg_pred/seg_pred/2642.jpg,5
seg_pred/seg_pred/13073.jpg,5
seg_pred/seg_pred/3696.jpg,2
seg_pred/seg_pred/5457.jpg,3
seg_pred/seg_pred/16029.jpg,3
seg_pred/seg_pred/7186.jpg,4
seg_pred/seg_pred/3668.jpg,4
seg_pred/seg_pred/17251.jpg,0
seg_pred/seg_pred/677.jpg,3
seg_pred/seg_pred/21791.jpg,2
seg_pred/seg_pred/3362.jpg,3
seg_pred/seg_pred/17012.jpg,5
seg_pred/seg_pred/12325.jpg,2
seg_pred/seg_pred/3393.jpg,0
seg_pred/seg_pred/9226.jpg,1
seg_pred/seg_pred/19610.jpg,2
seg_pred/seg_pred/173.jpg,3
seg_pred/seg_pred/2412.jpg,4
seg_pred/seg_pred/1180.jpg,1
seg_pred/seg_pred/10375.jpg,5
seg_pred/seg_pred/13138.jpg,5
seg_pred/seg_pred/14018.jpg,5
seg_pred/seg_pred/14858.jpg,5
seg_pred/seg_pred/2022.jpg,0
seg_pred/seg_pred/21690.jpg,4
seg_pred/seg_pred/20499.jpg,4
seg_pred/seg_pred/9227.jpg,4
seg_pred/seg_pred/17606.jpg,2
seg_pred/seg_pred/12553.jpg,5
seg_pred/seg_pred/9917.jpg,5
seg_pred/seg_pred/1800.jpg,1
seg_pred/seg_pred/19079.jpg,5
seg_pred/seg_pred/18395.jpg,3
seg_pred/seg_pred/19149.jpg,2
seg_pred/seg_pred/10013.jpg,3
seg_pred/seg_pred/12297.jpg,1
seg_pred/seg_pred/17737.jpg,4
seg_pred/seg_pred/700.jpg,5
seg_pred/seg_pred/21742.jpg,3
seg_pred/seg_pred/14729.jpg,0
seg_pred/seg_pred/2722.jpg,0
seg_pred/seg_pred/18093.jpg,4
seg_pred/seg_pred/10677.jpg,2
seg_pred/seg_pred/8468.jpg,2
seg_pred/seg_pred/15441.jpg,4
seg_pred/seg_pred/3589.jpg,1
seg_pred/seg_pred/14878.jpg,0
seg_pred/seg_pred/3600.jpg,1
seg_pred/seg_pred/21579.jpg,5
seg_pred/seg_pred/18589.jpg,3
seg_pred/seg_pred/17351.jpg,0
seg_pred/seg_pred/20451.jpg,2
seg_pred/seg_pred/7403.jpg,1
seg_pred/seg_pred/9094.jpg,1
seg_pred/seg_pred/11603.jpg,3
seg_pred/seg_pred/1764.jpg,5
seg_pred/seg_pred/273.jpg,1
seg_pred/seg_pred/3728.jpg,1
seg_pred/seg_pred/5889.jpg,5
seg_pred/seg_pred/11715.jpg,5
seg_pred/seg_pred/549.jpg,1
seg_pred/seg_pred/18727.jpg,1
seg_pred/seg_pred/7075.jpg,3
seg_pred/seg_pred/11848.jpg,1
seg_pred/seg_pred/8249.jpg,5
seg_pred/seg_pred/2525.jpg,3
seg_pred/seg_pred/7903.jpg,1
seg_pred/seg_pred/18081.jpg,1
seg_pred/seg_pred/9403.jpg,2
seg_pred/seg_pred/7094.jpg,4
seg_pred/seg_pred/20744.jpg,1
seg_pred/seg_pred/9870.jpg,2
seg_pred/seg_pred/11227.jpg,0
seg_pred/seg_pred/20780.jpg,0
seg_pred/seg_pred/3707.jpg,3
seg_pred/seg_pred/4107.jpg,5
seg_pred/seg_pred/927.jpg,2
seg_pred/seg_pred/11392.jpg,2
seg_pred/seg_pred/21830.jpg,3
seg_pred/seg_pred/16660.jpg,2
seg_pred/seg_pred/1207.jpg,1
seg_pred/seg_pred/4409.jpg,2
seg_pred/seg_pred/9790.jpg,4
seg_pred/seg_pred/4574.jpg,5
seg_pred/seg_pred/6650.jpg,5
seg_pred/seg_pred/17858.jpg,5
seg_pred/seg_pred/7768.jpg,0
seg_pred/seg_pred/22697.jpg,3
seg_pred/seg_pred/8094.jpg,4
seg_pred/seg_pred/30.jpg,2
seg_pred/seg_pred/21820.jpg,1
seg_pred/seg_pred/15391.jpg,0
seg_pred/seg_pred/73.jpg,0
seg_pred/seg_pred/22367.jpg,3
seg_pred/seg_pred/16866.jpg,4
seg_pred/seg_pred/11538.jpg,3
seg_pred/seg_pred/8190.jpg,4
seg_pred/seg_pred/22118.jpg,2
seg_pred/seg_pred/15350.jpg,2
seg_pred/seg_pred/10244.jpg,4
seg_pred/seg_pred/12359.jpg,0
seg_pred/seg_pred/11881.jpg,2
seg_pred/seg_pred/9411.jpg,1
seg_pred/seg_pred/9562.jpg,2
seg_pred/seg_pred/20215.jpg,4
seg_pred/seg_pred/14108.jpg,0
seg_pred/seg_pred/21219.jpg,5
seg_pred/seg_pred/4157.jpg,4
seg_pred/seg_pred/12791.jpg,5
seg_pred/seg_pred/8279.jpg,5
seg_pred/seg_pred/5403.jpg,0
seg_pred/seg_pred/10292.jpg,1
seg_pred/seg_pred/6122.jpg,1
seg_pred/seg_pred/20979.jpg,4
seg_pred/seg_pred/632.jpg,3
seg_pred/seg_pred/2689.jpg,2
seg_pred/seg_pred/3351.jpg,2
seg_pred/seg_pred/15237.jpg,5
seg_pred/seg_pred/6781.jpg,3
seg_pred/seg_pred/15735.jpg,0
seg_pred/seg_pred/2031.jpg,0
seg_pred/seg_pred/23279.jpg,0
seg_pred/seg_pred/465.jpg,2
seg_pred/seg_pred/11242.jpg,2
seg_pred/seg_pred/11000.jpg,2
seg_pred/seg_pred/16075.jpg,5
